ClusterTemp, Indicador 1, Indicador 2, Indicador 3, Indicador 4, Indicador 5, Indicador 6, Indicador 7, Indicador 8, Indicador 9, Indicador 10, Indicador 11, Indicador 12, Indicador 13, Indicador 14, Indicador 15, Indicador 16, Indicador 17, Indicador 18, Indicador 19, Indicador 20, Indicador 21, Indicador 22, Indicador 23, Indicador 24, Indicador 25, Indicador 26, Indicador 27, Indicador 28, Indicador 29, Indicador 30, Indicador 31, Indicador 32, Indicador 33, Indicador 34, Indicador 35, Indicador 36, Indicador 37, Indicador 38, Indicador 39, Indicador 40, Indicador 41, Indicador 42, Indicador 43, Indicador 44, Indicador 45, Indicador 46, Indicador 47, Indicador 48, Indicador 49, Indicador 50, Indicador 51, Indicador 52, Indicador 53, Indicador 54, Indicador 55, Indicador 56, Indicador 57, Indicador 58, Indicador 59
 49.9, 5, 2, 0, 3, 4, 7, 2, 3, 2, 5, 8, 0, 0, 6, 6, 4, 0, 1, 8, 6, 13, 0, 4, 4, 10, 4, 0, 2, 5, 4, 4, 0, 1, 7, 2, 5, 0, 0, 8, 4, 3, 3, 1, 9, 4, 1, 0, 5, 11, 2, 2, 3, 4, 5, 9, 1, 0, 2, 4
 50.0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 3, 1, 1, 0, 1, 2, 0, 0, 3, 1, 2, 1, 0, 2, 0, 2, 0, 0, 2, 1
 50.1, 2, 0, 0, 3, 0, 0, 1, 4, 6, 3, 5, 0, 0, 4, 2, 2, 0, 1, 6, 1, 2, 0, 4, 4, 7, 0, 0, 1, 2, 3, 1, 0, 0, 5, 4, 1, 0, 2, 3, 6, 2, 2, 0, 7, 2, 1, 0, 2, 2, 2, 1, 1, 1, 2, 1, 1, 0, 2, 1
 50.2, 2, 2, 0, 1, 5, 3, 2, 2, 7, 4, 4, 0, 0, 0, 3, 1, 1, 1, 3, 4, 3, 0, 1, 3, 2, 7, 0, 0, 2, 6, 1, 0, 1, 3, 1, 1, 0, 0, 2, 5, 0, 4, 1, 1, 4, 1, 0, 3, 1, 1, 0, 0, 3, 2, 4, 2, 0, 4, 4
 50.3, 4, 1, 0, 2, 0, 6, 3, 1, 3, 7, 6, 0, 0, 6, 3, 2, 2, 0, 5, 2, 2, 0, 6, 1, 3, 4, 0, 2, 3, 4, 3, 0, 1, 4, 3, 2, 0, 3, 6, 4, 3, 2, 1, 3, 5, 3, 0, 2, 4, 3, 1, 3, 2, 0, 4, 1, 0, 6, 4
 50.4, 3, 2, 0, 6, 7, 7, 3, 2, 5, 4, 4, 0, 0, 3, 8, 3, 2, 1, 5, 2, 13, 0, 3, 1, 7, 1, 0, 2, 2, 1, 2, 0, 2, 3, 5, 4, 0, 2, 2, 5, 2, 2, 0, 5, 3, 0, 0, 3, 6, 2, 1, 1, 1, 3, 5, 3, 0, 2, 8
 50.5, 1, 0, 0, 0, 1, 3, 1, 1, 8, 2, 2, 0, 0, 0, 1, 0, 2, 0, 2, 2, 2, 0, 2, 1, 3, 0, 0, 3, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 2, 2, 0, 2, 5, 3, 0, 0, 1, 2, 2, 1, 2, 2, 1, 1, 3, 0, 1, 4
 50.6, 1, 2, 0, 3, 1, 1, 4, 1, 5, 1, 2, 0, 0, 1, 1, 0, 0, 1, 3, 3, 6, 0, 0, 5, 4, 0, 0, 2, 4, 3, 3, 0, 2, 2, 1, 3, 0, 0, 3, 4, 3, 0, 0, 4, 5, 2, 0, 4, 3, 7, 2, 1, 2, 2, 2, 0, 0, 4, 3
 50.7, 2, 0, 0, 1, 3, 2, 2, 0, 2, 1, 4, 0, 0, 2, 5, 2, 0, 1, 5, 2, 4, 0, 2, 2, 8, 2, 0, 5, 4, 7, 2, 0, 1, 1, 2, 1, 0, 0, 4, 3, 0, 1, 0, 1, 2, 2, 0, 1, 3, 3, 2, 1, 0, 3, 2, 1, 0, 4, 2
 50.8, 0, 1, 0, 1, 1, 7, 1, 1, 1, 3, 4, 0, 0, 1, 0, 2, 0, 0, 4, 1, 2, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 3, 0, 4, 2, 2, 1, 0, 2, 1, 1, 0, 0, 1, 5, 4, 0, 0, 0, 2, 1, 1, 0, 0, 2
 50.9, 3, 0, 0, 1, 1, 2, 2, 0, 4, 0, 1, 0, 0, 6, 3, 2, 1, 0, 6, 2, 4, 0, 6, 3, 3, 1, 0, 0, 1, 1, 4, 0, 1, 1, 2, 3, 0, 1, 3, 1, 3, 2, 0, 3, 2, 0, 0, 5, 4, 3, 3, 0, 0, 3, 3, 3, 0, 1, 0
 51.0, 1, 0, 0, 3, 5, 5, 1, 1, 3, 3, 8, 0, 0, 2, 2, 1, 0, 1, 2, 3, 5, 0, 2, 2, 4, 3, 0, 1, 1, 0, 4, 0, 0, 4, 0, 0, 0, 0, 1, 5, 1, 2, 0, 5, 2, 4, 0, 5, 4, 2, 1, 0, 2, 1, 2, 1, 0, 2, 2
 51.1, 6, 2, 0, 3, 3, 6, 3, 1, 3, 1, 4, 0, 0, 3, 2, 4, 1, 0, 11, 1, 2, 0, 0, 4, 6, 3, 0, 1, 2, 4, 3, 0, 0, 2, 2, 2, 0, 1, 1, 5, 6, 1, 3, 7, 2, 2, 0, 2, 6, 4, 3, 3, 0, 1, 3, 2, 0, 2, 6
 51.2, 1, 1, 0, 3, 4, 4, 0, 1, 9, 3, 7, 0, 0, 4, 6, 1, 1, 5, 5, 5, 3, 0, 4, 2, 6, 4, 0, 3, 2, 2, 4, 0, 2, 3, 3, 3, 0, 1, 3, 5, 4, 1, 1, 3, 5, 0, 0, 1, 3, 2, 0, 1, 8, 2, 3, 0, 0, 8, 6
 51.3, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2
 51.4, 1, 3, 0, 1, 3, 4, 1, 1, 0, 2, 2, 0, 0, 2, 2, 2, 0, 1, 2, 3, 2, 0, 2, 4, 2, 1, 0, 0, 2, 2, 0, 0, 0, 3, 1, 5, 0, 1, 1, 2, 0, 1, 0, 1, 1, 1, 0, 1, 1, 2, 2, 0, 3, 2, 2, 1, 0, 1, 2
 51.5, 2, 1, 0, 2, 4, 3, 0, 0, 7, 3, 5, 0, 0, 2, 3, 0, 2, 0, 1, 0, 3, 0, 2, 2, 6, 4, 0, 2, 0, 3, 1, 0, 0, 2, 3, 3, 0, 1, 1, 2, 2, 1, 2, 3, 2, 1, 0, 1, 7, 1, 0, 1, 2, 0, 1, 2, 0, 3, 2
 51.6, 2, 0, 0, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 5, 4, 2, 1, 1, 5, 5, 1, 0, 3, 4, 7, 2, 0, 1, 1, 4, 1, 0, 3, 3, 1, 0, 0, 1, 3, 3, 5, 1, 1, 6, 1, 2, 0, 3, 3, 3, 1, 0, 2, 4, 1, 2, 0, 2, 3
 51.7, 1, 2, 0, 1, 1, 7, 1, 1, 4, 4, 2, 0, 0, 2, 2, 1, 0, 0, 1, 5, 5, 0, 0, 0, 4, 2, 0, 0, 1, 3, 2, 0, 1, 7, 2, 1, 0, 2, 3, 7, 3, 0, 2, 3, 0, 1, 0, 1, 3, 1, 2, 0, 0, 3, 2, 2, 0, 3, 2
 51.8, 2, 0, 0, 0, 1, 7, 0, 1, 1, 1, 1, 0, 0, 1, 4, 2, 2, 4, 1, 5, 4, 0, 2, 4, 3, 1, 0, 2, 1, 2, 2, 0, 1, 3, 4, 6, 0, 1, 3, 5, 0, 1, 0, 2, 1, 1, 0, 2, 6, 4, 0, 0, 0, 0, 4, 1, 0, 3, 3
 51.9, 4, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 3, 1, 1, 0, 2, 1, 1, 0, 0, 1, 1, 3, 3, 0, 1, 0, 1, 5, 0, 0, 1, 3, 1, 1, 1, 2, 0, 0, 0, 2, 3, 3, 2, 0, 3, 1, 1, 2, 0, 1, 3
 52.0, 2, 2, 0, 2, 0, 1, 1, 0, 2, 4, 1, 0, 0, 1, 4, 3, 0, 1, 1, 2, 3, 0, 0, 1, 2, 4, 0, 1, 1, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 1, 4, 2, 2, 0, 1, 0, 0, 1, 2, 3, 0, 1, 1, 0, 4, 5
 52.1, 3, 0, 0, 4, 4, 3, 1, 0, 6, 4, 3, 0, 0, 3, 2, 2, 1, 0, 6, 4, 3, 0, 1, 3, 3, 5, 0, 1, 1, 6, 1, 0, 0, 2, 3, 2, 0, 2, 4, 5, 6, 0, 1, 9, 5, 0, 0, 4, 1, 4, 2, 0, 4, 2, 2, 1, 0, 10, 2
 52.2, 0, 0, 0, 3, 1, 1, 1, 0, 2, 2, 2, 0, 0, 2, 1, 1, 0, 0, 2, 4, 1, 0, 1, 2, 7, 6, 0, 2, 4, 2, 3, 0, 0, 5, 5, 4, 0, 0, 2, 4, 2, 1, 2, 2, 4, 1, 0, 0, 5, 3, 1, 2, 4, 0, 1, 2, 0, 0, 7
 52.3, 2, 1, 0, 1, 2, 2, 3, 0, 6, 2, 3, 0, 0, 1, 4, 2, 2, 1, 7, 6, 2, 0, 5, 1, 2, 3, 0, 1, 2, 6, 3, 0, 1, 6, 1, 2, 0, 2, 2, 5, 1, 3, 0, 2, 0, 2, 0, 1, 4, 3, 1, 1, 1, 1, 3, 0, 0, 0, 8
 52.4, 2, 3, 0, 3, 1, 3, 2, 1, 5, 3, 1, 0, 0, 2, 4, 3, 1, 0, 0, 2, 1, 0, 1, 1, 3, 0, 0, 2, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 4, 5, 1, 0, 0, 4, 1, 0, 0, 1, 0, 1, 0, 1, 2, 3, 2, 0, 0, 0, 1
 52.5, 2, 2, 0, 1, 2, 2, 4, 1, 3, 2, 3, 0, 0, 3, 3, 2, 1, 0, 3, 1, 1, 0, 1, 1, 4, 3, 0, 2, 1, 4, 3, 0, 0, 2, 1, 2, 0, 0, 2, 2, 2, 0, 1, 2, 3, 1, 0, 2, 3, 3, 2, 0, 0, 2, 2, 0, 0, 1, 0
 52.6, 2, 0, 0, 2, 2, 4, 1, 0, 3, 1, 2, 0, 0, 3, 6, 1, 0, 3, 1, 2, 7, 0, 2, 5, 6, 2, 0, 2, 1, 2, 2, 0, 1, 2, 4, 0, 0, 2, 1, 3, 0, 0, 0, 6, 1, 3, 0, 1, 3, 3, 0, 1, 1, 7, 3, 2, 0, 4, 5
 52.7, 0, 1, 0, 1, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 2, 0, 2, 0, 0, 1, 0
 52.8, 1, 1, 0, 1, 1, 4, 1, 0, 3, 1, 2, 0, 0, 1, 0, 0, 0, 0, 3, 2, 7, 0, 2, 1, 3, 2, 0, 2, 1, 1, 4, 0, 2, 2, 2, 2, 0, 0, 1, 2, 1, 1, 2, 3, 2, 1, 0, 6, 2, 2, 1, 0, 0, 2, 2, 1, 0, 3, 2
 52.9, 1, 2, 0, 3, 0, 3, 0, 2, 2, 2, 4, 0, 0, 2, 3, 0, 0, 0, 2, 1, 3, 0, 3, 1, 5, 3, 0, 0, 1, 2, 2, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 2, 5, 1, 0, 1, 4, 1, 4, 1, 1, 1, 4, 1, 0, 1, 1
 53.0, 2, 2, 0, 3, 2, 4, 2, 2, 5, 2, 6, 0, 0, 3, 2, 3, 0, 2, 2, 7, 10, 0, 2, 1, 2, 1, 0, 3, 1, 4, 2, 0, 0, 2, 1, 2, 0, 2, 1, 1, 3, 1, 0, 2, 1, 2, 0, 1, 4, 3, 1, 2, 3, 2, 5, 1, 0, 0, 5
 53.1, 2, 0, 0, 0, 3, 1, 1, 3, 4, 0, 0, 0, 0, 5, 1, 1, 0, 1, 6, 1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 0, 2, 2, 1, 1, 1, 1, 3, 0, 2, 0, 3, 2, 0, 1, 0, 0, 1, 1, 1, 0, 1, 4
 53.2, 5, 2, 0, 3, 3, 6, 1, 2, 2, 6, 2, 0, 0, 1, 6, 5, 1, 1, 9, 1, 5, 0, 4, 5, 11, 3, 0, 2, 4, 5, 5, 0, 2, 4, 6, 1, 0, 4, 4, 5, 4, 1, 0, 6, 3, 3, 0, 1, 6, 1, 2, 2, 3, 2, 2, 2, 0, 2, 5
 53.3, 1, 2, 0, 2, 1, 1, 1, 1, 3, 3, 10, 0, 0, 1, 4, 2, 1, 0, 3, 3, 2, 0, 2, 2, 2, 3, 0, 0, 4, 4, 4, 0, 1, 1, 1, 0, 0, 2, 0, 4, 3, 1, 0, 4, 3, 2, 0, 3, 1, 1, 1, 0, 1, 3, 2, 1, 0, 1, 6
 53.4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 3, 4, 0, 1, 3, 2, 1, 0, 1, 1, 3, 3, 0, 0, 2, 3, 0, 0, 1, 4, 2, 2, 0, 1, 5, 0, 0, 0, 1, 2, 3, 1, 0, 0, 2, 2, 0, 0, 2, 2, 1, 1, 0, 1, 1
 53.5, 4, 2, 0, 1, 4, 7, 2, 3, 4, 2, 4, 0, 0, 4, 6, 2, 1, 1, 5, 9, 2, 0, 4, 1, 5, 9, 0, 3, 3, 4, 2, 0, 1, 5, 3, 1, 0, 1, 1, 4, 5, 0, 2, 5, 4, 2, 0, 2, 3, 0, 0, 2, 2, 0, 4, 0, 0, 1, 4
 53.6, 3, 5, 0, 1, 5, 5, 3, 2, 7, 1, 2, 0, 0, 3, 0, 3, 0, 1, 4, 4, 5, 0, 1, 2, 6, 2, 0, 3, 6, 4, 2, 0, 1, 4, 1, 3, 0, 1, 3, 4, 3, 1, 5, 1, 3, 2, 0, 0, 7, 0, 3, 5, 3, 2, 4, 2, 0, 2, 7
 53.7, 2, 0, 0, 1, 4, 1, 0, 1, 3, 1, 2, 0, 0, 1, 3, 1, 0, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 0, 0, 2, 0, 0, 1, 3, 0, 1, 0, 0, 1, 3, 1, 0, 1, 2, 1, 3, 0, 0, 3, 0, 1, 3, 1, 1, 1, 1, 0, 1, 0
 53.8, 1, 0, 0, 1, 1, 2, 0, 2, 2, 1, 1, 0, 0, 0, 3, 1, 0, 0, 2, 1, 2, 0, 2, 2, 3, 0, 0, 0, 1, 3, 1, 0, 2, 4, 2, 2, 0, 0, 0, 3, 1, 1, 0, 3, 4, 2, 0, 2, 3, 2, 1, 1, 0, 1, 2, 0, 0, 0, 2
 53.9, 2, 0, 0, 3, 3, 3, 0, 0, 1, 3, 4, 0, 0, 3, 7, 3, 0, 2, 3, 1, 3, 0, 2, 2, 3, 3, 0, 1, 2, 3, 0, 0, 0, 2, 2, 0, 0, 1, 0, 1, 1, 0, 2, 3, 0, 1, 0, 3, 3, 1, 1, 2, 2, 3, 6, 0, 0, 2, 1
 54.0, 4, 0, 0, 1, 1, 3, 1, 1, 2, 3, 1, 0, 0, 2, 3, 1, 2, 1, 2, 0, 4, 0, 0, 1, 4, 0, 0, 1, 4, 2, 2, 0, 1, 1, 2, 1, 0, 2, 4, 1, 0, 2, 1, 3, 1, 0, 0, 2, 4, 2, 3, 1, 2, 3, 1, 0, 0, 0, 2
 54.1, 1, 1, 0, 3, 3, 0, 2, 1, 3, 1, 4, 0, 0, 0, 2, 1, 1, 0, 1, 1, 2, 0, 0, 4, 1, 3, 0, 0, 1, 2, 3, 0, 1, 4, 1, 0, 0, 2, 0, 2, 1, 1, 0, 1, 0, 0, 0, 4, 2, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0
 54.2, 1, 1, 0, 1, 1, 0, 0, 0, 3, 4, 3, 0, 0, 1, 1, 1, 1, 1, 2, 0, 3, 0, 0, 0, 2, 2, 0, 2, 1, 0, 2, 0, 2, 3, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0
 54.3, 4, 1, 0, 4, 3, 1, 0, 2, 3, 2, 3, 0, 0, 3, 6, 4, 1, 2, 5, 1, 4, 0, 1, 4, 5, 4, 0, 0, 1, 7, 5, 0, 0, 4, 0, 4, 0, 1, 4, 5, 0, 1, 4, 2, 3, 5, 0, 4, 4, 4, 3, 2, 1, 2, 7, 1, 0, 5, 9
 54.4, 0, 0, 0, 1, 6, 3, 1, 0, 3, 3, 3, 0, 0, 3, 1, 0, 2, 1, 7, 1, 1, 0, 2, 2, 4, 2, 0, 0, 2, 0, 2, 0, 1, 4, 1, 1, 0, 1, 4, 2, 4, 0, 2, 1, 1, 1, 0, 3, 3, 4, 0, 1, 5, 2, 2, 0, 0, 4, 4
 54.5, 0, 0, 0, 0, 0, 0, 2, 0, 3, 3, 1, 0, 0, 3, 1, 2, 0, 2, 3, 1, 2, 0, 2, 3, 2, 2, 0, 1, 1, 0, 4, 0, 1, 1, 2, 1, 0, 0, 0, 4, 1, 0, 0, 2, 1, 0, 0, 1, 3, 1, 1, 0, 2, 2, 4, 1, 0, 1, 4
 54.6, 1, 1, 0, 2, 4, 4, 1, 1, 4, 3, 4, 0, 0, 2, 3, 3, 2, 0, 3, 2, 8, 0, 5, 1, 9, 1, 0, 3, 1, 5, 3, 0, 1, 2, 1, 1, 0, 1, 3, 3, 3, 1, 1, 3, 1, 1, 0, 5, 2, 4, 2, 1, 2, 2, 4, 3, 0, 4, 8
 54.7, 1, 0, 0, 0, 0, 5, 1, 0, 1, 1, 1, 0, 0, 2, 3, 1, 1, 0, 2, 3, 4, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 2, 0, 0, 5, 2, 0, 0, 1, 1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 1, 3, 0, 0, 2, 3
 54.8, 3, 2, 0, 6, 2, 3, 1, 3, 7, 1, 2, 0, 0, 0, 1, 3, 2, 1, 4, 2, 8, 0, 4, 6, 2, 4, 0, 1, 0, 6, 2, 0, 1, 1, 3, 1, 0, 0, 3, 1, 2, 2, 2, 3, 2, 1, 0, 1, 3, 1, 1, 1, 3, 1, 2, 2, 0, 1, 6
 54.9, 0, 1, 0, 0, 2, 4, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 2, 1, 2, 0, 0, 2, 0
 55.0, 1, 0, 0, 1, 2, 1, 2, 1, 1, 4, 5, 0, 0, 3, 6, 4, 2, 2, 6, 3, 4, 0, 3, 3, 1, 0, 0, 2, 2, 2, 3, 0, 4, 2, 3, 3, 0, 2, 1, 2, 1, 2, 1, 3, 2, 1, 0, 1, 7, 2, 2, 3, 2, 2, 3, 1, 0, 2, 9
 55.1, 5, 1, 0, 0, 2, 2, 2, 2, 4, 5, 8, 0, 0, 1, 2, 1, 2, 2, 3, 5, 4, 0, 5, 4, 10, 6, 0, 1, 2, 6, 5, 0, 3, 5, 4, 4, 0, 1, 0, 4, 0, 3, 2, 6, 8, 0, 0, 1, 4, 4, 1, 2, 3, 4, 5, 2, 0, 3, 5
 55.2, 1, 1, 0, 1, 2, 3, 1, 1, 3, 2, 1, 0, 0, 0, 0, 1, 2, 0, 2, 1, 4, 0, 3, 1, 5, 0, 0, 0, 4, 2, 1, 0, 1, 2, 4, 1, 0, 0, 0, 1, 3, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 2, 2, 0, 1, 0
 55.3, 0, 0, 0, 1, 1, 2, 0, 1, 4, 1, 1, 0, 0, 2, 5, 1, 2, 3, 6, 1, 1, 0, 2, 1, 4, 2, 0, 0, 0, 2, 1, 0, 2, 4, 2, 2, 0, 1, 3, 6, 2, 0, 1, 5, 2, 2, 0, 2, 2, 2, 1, 0, 2, 1, 2, 0, 0, 1, 2
 55.4, 1, 1, 0, 2, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 3, 0, 2, 0, 1, 2, 4, 0, 0, 0, 0, 4, 1, 0, 0, 2, 1, 2, 0, 2, 2, 4, 1, 1, 0, 1, 1, 0, 0, 2, 4, 2, 2, 2, 2, 2, 5, 1, 0, 0, 1
 55.5, 1, 1, 0, 2, 0, 0, 0, 1, 4, 1, 2, 0, 0, 4, 2, 3, 0, 0, 4, 2, 0, 0, 0, 1, 3, 1, 0, 1, 4, 1, 1, 0, 0, 1, 1, 1, 0, 3, 0, 1, 4, 2, 1, 2, 1, 1, 0, 2, 5, 1, 2, 0, 1, 0, 2, 0, 0, 1, 3
 55.6, 4, 1, 0, 3, 1, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0, 2, 0, 1, 2, 1, 1, 0, 0, 3, 1, 1, 0, 0, 2, 1, 1, 0, 2, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 3, 1, 1, 2, 2, 3, 1, 0, 0, 2, 3
 55.7, 4, 1, 0, 2, 0, 6, 3, 1, 6, 2, 5, 0, 0, 3, 5, 3, 0, 0, 3, 2, 9, 0, 1, 4, 3, 1, 0, 0, 4, 5, 1, 0, 1, 1, 5, 4, 0, 1, 6, 5, 2, 2, 0, 2, 6, 1, 0, 0, 7, 2, 1, 3, 2, 4, 2, 0, 0, 3, 3
 55.8, 0, 1, 0, 1, 0, 4, 0, 0, 0, 2, 0, 0, 0, 2, 1, 4, 0, 0, 3, 1, 1, 0, 2, 1, 1, 1, 0, 2, 0, 3, 1, 0, 0, 1, 1, 2, 0, 1, 1, 2, 2, 1, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1
 55.9, 2, 0, 0, 0, 4, 3, 0, 1, 2, 2, 5, 0, 0, 2, 1, 1, 0, 0, 3, 1, 3, 0, 7, 3, 3, 2, 0, 0, 1, 2, 1, 0, 0, 1, 4, 3, 0, 1, 1, 1, 1, 2, 0, 4, 1, 1, 0, 0, 4, 2, 0, 0, 1, 1, 0, 2, 0, 0, 5
 56.0, 1, 1, 0, 2, 2, 4, 2, 0, 5, 1, 4, 0, 0, 3, 3, 3, 5, 3, 8, 1, 4, 0, 1, 3, 6, 0, 0, 0, 3, 3, 2, 0, 2, 5, 3, 3, 0, 3, 2, 8, 4, 2, 1, 6, 5, 3, 0, 5, 5, 4, 1, 2, 1, 0, 3, 1, 0, 2, 0
 56.1, 1, 1, 0, 1, 0, 1, 0, 0, 2, 2, 3, 0, 0, 1, 2, 1, 0, 1, 2, 2, 0, 0, 2, 3, 1, 1, 0, 1, 2, 2, 2, 0, 2, 2, 3, 1, 0, 2, 1, 0, 1, 1, 2, 1, 0, 0, 0, 4, 0, 2, 1, 2, 1, 0, 4, 1, 0, 1, 3
 56.2, 0, 1, 0, 1, 1, 4, 0, 1, 2, 3, 1, 0, 0, 1, 1, 1, 1, 1, 1, 4, 4, 0, 1, 0, 1, 0, 0, 1, 3, 0, 4, 0, 0, 0, 2, 2, 0, 1, 1, 0, 2, 0, 2, 2, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 3
 56.3, 3, 1, 0, 4, 3, 2, 2, 1, 4, 1, 2, 0, 0, 2, 3, 0, 0, 0, 4, 1, 3, 0, 1, 2, 1, 0, 0, 0, 1, 3, 0, 0, 3, 3, 6, 4, 0, 0, 3, 3, 0, 0, 1, 5, 2, 2, 0, 2, 1, 2, 2, 3, 3, 4, 5, 2, 0, 3, 2
 56.4, 0, 2, 0, 1, 3, 3, 1, 2, 4, 1, 3, 0, 0, 2, 1, 1, 1, 0, 6, 2, 5, 0, 3, 0, 1, 3, 0, 0, 3, 6, 3, 0, 3, 1, 6, 2, 0, 0, 4, 4, 1, 0, 1, 7, 1, 0, 0, 3, 0, 4, 2, 0, 2, 4, 5, 0, 0, 3, 2
 56.5, 3, 1, 0, 1, 1, 1, 0, 0, 1, 1, 2, 0, 0, 2, 3, 2, 0, 3, 0, 3, 2, 0, 2, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 0, 0, 2, 1, 0, 0, 4, 3
 56.6, 0, 2, 0, 0, 2, 0, 0, 0, 1, 1, 4, 0, 0, 0, 1, 1, 0, 0, 1, 2, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 2, 0, 1, 0, 2, 0, 1, 4, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0
 56.7, 3, 1, 0, 7, 1, 3, 2, 0, 8, 0, 8, 0, 0, 2, 8, 3, 1, 1, 1, 5, 7, 0, 6, 3, 10, 4, 0, 0, 2, 8, 3, 0, 0, 5, 5, 1, 0, 0, 5, 4, 0, 1, 5, 6, 2, 3, 0, 2, 3, 6, 1, 1, 3, 2, 4, 2, 0, 1, 7
 56.8, 2, 0, 0, 4, 0, 0, 0, 0, 1, 3, 2, 0, 0, 1, 5, 1, 2, 0, 2, 0, 2, 0, 5, 2, 3, 2, 0, 2, 2, 3, 2, 0, 0, 3, 3, 3, 0, 1, 3, 8, 2, 4, 2, 1, 5, 2, 0, 5, 5, 3, 1, 0, 1, 3, 3, 0, 0, 1, 2
 56.9, 1, 2, 0, 3, 3, 4, 1, 4, 4, 4, 3, 0, 0, 5, 6, 3, 1, 0, 1, 2, 6, 0, 0, 5, 4, 2, 0, 1, 2, 2, 1, 0, 1, 1, 1, 2, 0, 0, 4, 4, 2, 1, 0, 4, 0, 0, 0, 1, 5, 3, 2, 2, 4, 0, 7, 0, 0, 2, 8
 57.0, 1, 2, 0, 4, 1, 2, 0, 0, 0, 3, 3, 0, 0, 2, 4, 1, 1, 0, 4, 1, 1, 0, 2, 2, 1, 3, 0, 1, 2, 1, 4, 0, 0, 5, 2, 2, 0, 1, 2, 4, 2, 2, 1, 2, 1, 0, 0, 1, 5, 2, 1, 2, 4, 3, 4, 1, 0, 3, 4
 57.1, 2, 0, 0, 2, 1, 2, 0, 0, 3, 1, 7, 0, 0, 2, 5, 2, 1, 0, 6, 2, 6, 0, 2, 3, 2, 1, 0, 0, 1, 0, 2, 0, 1, 6, 3, 5, 0, 2, 3, 4, 5, 0, 1, 3, 3, 3, 0, 1, 2, 0, 1, 0, 1, 2, 5, 1, 0, 1, 5
 57.2, 1, 1, 0, 1, 3, 7, 3, 4, 4, 1, 3, 0, 0, 4, 1, 3, 1, 1, 5, 4, 4, 0, 2, 1, 3, 2, 0, 1, 5, 2, 5, 0, 0, 5, 2, 2, 0, 1, 1, 4, 2, 1, 3, 4, 2, 2, 0, 4, 2, 1, 2, 0, 2, 2, 2, 3, 0, 2, 1
